Trial Date & Time;Subject;Experiment Condition;Task;Step;Action Type;Total Time (s);#Visits;Note;Condition Code;Action Type Code; Task Name
8/08 11:27 am;10;LG Tablet;7;3;manipulate;16,371;2;Tablet in one hand so tricky to connect to terminal;3;2;battery
8/08 11:27 am;10;LG Tablet;7;4;manipulate;28,398;1;Asks about where to put tablet;3;2;battery
8/08 11:27 am;10;LG Tablet;7;5;manipulate;20,999;1;;3;2;battery
8/08 11:27 am;10;LG Tablet;7;6;compare;36,748;1;;3;3;battery
8/08 11:27 am;10;LG Tablet;7;7;manipulate;8,288;1;;3;2;battery
8/08 11:27 am;10;LG Tablet;7;8;manipulate;6,759;1;;3;2;battery
8/08 11:27 am;10;LG Tablet;7;9;title;2,182;1;;3;0;battery
8/08 11:27 am;10;LG Tablet;8;1;title;2,807;1;;3;0;fuse (interior)
8/08 11:27 am;10;LG Tablet;8;2;locate;16,852;1;;3;1;fuse (interior)
8/08 11:27 am;10;LG Tablet;8;3;manipulate;30,693;1;Tablet on car seat;3;2;fuse (interior)
8/08 11:27 am;10;LG Tablet;8;4;locate;38,389;1;;3;1;fuse (interior)
8/08 11:27 am;10;LG Tablet;8;5;manipulate;3,209;1;Pulls wrong fuse out, Then looks again and pull right fuse;3;2;fuse (interior)
8/08 11:27 am;10;LG Tablet;8;6;compare;13,003;1;;3;3;fuse (interior)
8/08 11:27 am;10;LG Tablet;8;7;manipulate;12,113;1;;3;2;fuse (interior)
8/08 11:27 am;10;LG Tablet;8;8;manipulate;;;;3;2;fuse (interior)
8/08 11:27 am;10;LG Tablet;8;9;title;;;;3;0;fuse (interior)
8/08 02:22 pm;11;Epson Moverio;1;1;title;4,538;1;;2;0;engine oil
8/08 02:22 pm;11;Epson Moverio;1;2;locate;4,293;1;;2;1;engine oil
8/08 02:22 pm;11;Epson Moverio;1;3;manipulate;5,528;1;;2;2;engine oil
8/08 02:22 pm;11;Epson Moverio;1;4;manipulate;13,182;1;;2;2;engine oil
8/08 02:22 pm;11;Epson Moverio;1;5;manipulate;7,238;1;;2;2;engine oil
8/08 02:22 pm;11;Epson Moverio;1;6;manipulate;3,989;1;;2;2;engine oil
8/08 02:22 pm;11;Epson Moverio;1;7;compare;10,62;1;;2;3;engine oil
8/08 02:22 pm;11;Epson Moverio;1;8;manipulate;10,255;1;;2;2;engine oil
8/08 02:22 pm;11;Epson Moverio;1;9;title;3,692;1;;2;0;engine oil
8/08 02:22 pm;11;Epson Moverio;2;1;title;3,142;1;;2;0;fuse (exterior)
8/08 02:22 pm;11;Epson Moverio;2;2;locate;3,475;1;;2;1;fuse (exterior)
8/08 02:22 pm;11;Epson Moverio;2;3;manipulate;8,054;1;Glasses get loose so she adjusts;2;2;fuse (exterior)
8/08 02:22 pm;11;Epson Moverio;2;4;manipulate;4,058;1;;2;2;fuse (exterior)
8/08 02:22 pm;11;Epson Moverio;2;5;locate;49,597;1;;2;1;fuse (exterior)
8/08 02:22 pm;11;Epson Moverio;2;6;manipulate;9,215;1;One hand on glasses;2;2;fuse (exterior)
8/08 02:22 pm;11;Epson Moverio;2;7;compare;12,058;1;;2;3;fuse (exterior)
8/08 02:22 pm;11;Epson Moverio;2;8;manipulate;6,972;1;;2;2;fuse (exterior)
8/08 02:22 pm;11;Epson Moverio;2;9;manipulate;21,17;1;Didn't lock;2;2;fuse (exterior)
8/08 02:22 pm;11;Epson Moverio;2;10;title;;;;2;0;fuse (exterior)
8/08 03:14 pm;11;Google Glass;7;1;title;1,882;1;;1;0;battery
8/08 03:14 pm;11;Google Glass;7;2;locate;125,446;2;Adjusting Glass for clear view, Tough to locate;1;1;battery
8/08 03:14 pm;11;Google Glass;7;3;manipulate;27,686;2;;1;2;battery
8/08 03:14 pm;11;Google Glass;7;4;manipulate;34,17;1;;1;2;battery
8/08 03:14 pm;11;Google Glass;7;5;manipulate;45,954;2;Closed the (+) cover to check the (+) sign;1;2;battery
8/08 03:14 pm;11;Google Glass;7;6;compare;25,329;2;;1;3;battery
8/08 03:14 pm;11;Google Glass;7;7;manipulate;5,525;1;;1;2;battery
8/08 03:14 pm;11;Google Glass;7;8;manipulate;4,888;1;;1;2;battery
8/08 03:14 pm;11;Google Glass;7;9;title;8,015;1;Takes a break thinking it's over;1;0;battery
8/08 03:14 pm;11;Google Glass;8;1;title;6,453;1;;1;0;fuse (interior)
8/08 03:14 pm;11;Google Glass;8;2;locate;14,61;1;;1;1;fuse (interior)
8/08 03:14 pm;11;Google Glass;8;3;manipulate;11,865;1;;1;2;fuse (interior)
8/08 03:14 pm;11;Google Glass;8;4;locate;16,143;1;;1;1;fuse (interior)
8/08 03:14 pm;11;Google Glass;8;5;manipulate;4,571;1;;1;2;fuse (interior)
8/08 03:14 pm;11;Google Glass;8;6;compare;8,413;1;;1;3;fuse (interior)
8/08 03:14 pm;11;Google Glass;8;7;manipulate;7,973;1;;1;2;fuse (interior)
8/08 03:14 pm;11;Google Glass;8;8;manipulate;9,2;1;;1;2;fuse (interior)
8/08 03:14 pm;11;Google Glass;8;9;title;;;;1;0;fuse (interior)
8/08 03:06 pm;11;LG Tablet;5;1;title;3,159;1;;3;0;brake fluid
8/08 03:06 pm;11;LG Tablet;5;2;locate;10,769;1;;3;1;brake fluid
8/08 03:06 pm;11;LG Tablet;5;3;manipulate;18,625;1;tablet in one hand;3;2;brake fluid
8/08 03:06 pm;11;LG Tablet;5;4;locate;17,179;1;;3;1;brake fluid
8/08 03:06 pm;11;LG Tablet;5;5;compare;6,643;1;;3;3;brake fluid
8/08 03:06 pm;11;LG Tablet;5;6;manipulate;12,395;1;;3;2;brake fluid
8/08 03:06 pm;11;LG Tablet;5;7;title;2,557;1;;3;0;brake fluid
8/08 03:06 pm;11;LG Tablet;6;1;title;2,2;1;;3;0;coolant
8/08 03:06 pm;11;LG Tablet;6;2;locate;4,103;1;;3;1;coolant
8/08 03:06 pm;11;LG Tablet;6;3;locate;5,519;1;;3;1;coolant
8/08 03:06 pm;11;LG Tablet;6;4;compare;3,569;1;;3;3;coolant
8/08 03:06 pm;11;LG Tablet;6;5;manipulate;54,421;1;Tablet almost fell from engine, Hanging dangerously;3;2;coolant
8/08 03:06 pm;11;LG Tablet;6;6;manipulate;10,725;1;;3;2;coolant
8/08 03:06 pm;11;LG Tablet;6;7;title;;;;3;0;coolant
8/08 04:22 pm;12;Epson Moverio;7;1;title;9,789;1;;2;0;battery
8/08 04:22 pm;12;Epson Moverio;7;2;locate;5,326;1;;2;1;battery
8/08 04:22 pm;12;Epson Moverio;7;3;manipulate;11,749;1;;2;2;battery
8/08 04:22 pm;12;Epson Moverio;7;4;manipulate;26,562;2;;2;2;battery
8/08 04:22 pm;12;Epson Moverio;7;5;manipulate;19,584;3;;2;2;battery
8/08 04:22 pm;12;Epson Moverio;7;6;compare;59,665;2;;2;3;battery
8/08 04:22 pm;12;Epson Moverio;7;7;manipulate;9,427;1;;2;2;battery
8/08 04:22 pm;12;Epson Moverio;7;8;manipulate;12,171;1;;2;2;battery
8/08 04:22 pm;12;Epson Moverio;7;9;title;2,8;1;;2;0;battery
8/08 04:22 pm;12;Epson Moverio;8;1;title;3,402;1;;2;0;fuse (interior)
8/08 04:22 pm;12;Epson Moverio;8;2;locate;15,006;1;;2;1;fuse (interior)
8/08 04:22 pm;12;Epson Moverio;8;3;manipulate;23,815;1;;2;2;fuse (interior)
8/08 04:22 pm;12;Epson Moverio;8;4;locate;34,357;1;;2;1;fuse (interior)
8/08 04:22 pm;12;Epson Moverio;8;5;manipulate;3,762;1;Pulls glasses down to look clearly;2;2;fuse (interior)
8/08 04:22 pm;12;Epson Moverio;8;6;compare;5,928;1;;2;3;fuse (interior)
8/08 04:22 pm;12;Epson Moverio;8;7;manipulate;11,305;1;;2;2;fuse (interior)
8/08 04:22 pm;12;Epson Moverio;8;8;manipulate;15,038;1;;2;2;fuse (interior)
8/08 04:22 pm;12;Epson Moverio;8;9;title;;;;2;0;fuse (interior)
8/08 04:11 pm;12;Google Glass;5;1;title;9,869;1;;1;0;brake fluid
8/08 04:11 pm;12;Google Glass;5;2;locate;10,61;2;;1;1;brake fluid
8/08 04:11 pm;12;Google Glass;5;3;manipulate;21,454;2;;1;2;brake fluid
8/08 04:11 pm;12;Google Glass;5;4;locate;19,898;1;Tries to focus with one eye;1;1;brake fluid
8/08 04:11 pm;12;Google Glass;5;5;compare;47,843;1;;1;3;brake fluid
8/08 04:11 pm;12;Google Glass;5;6;manipulate;12,484;1;;1;2;brake fluid
8/08 04:11 pm;12;Google Glass;5;7;title;2,663;1;;1;0;brake fluid
8/08 04:11 pm;12;Google Glass;6;1;title;2,5;1;;1;0;coolant
8/08 04:11 pm;12;Google Glass;6;2;locate;3,807;1;;1;1;coolant
8/08 04:11 pm;12;Google Glass;6;3;locate;13,286;1;;1;1;coolant
8/08 04:11 pm;12;Google Glass;6;4;compare;10,331;1;;1;3;coolant
8/08 04:11 pm;12;Google Glass;6;5;manipulate;45,954;1;;1;2;coolant
8/08 04:11 pm;12;Google Glass;6;6;manipulate;19,962;1;;1;2;coolant
8/08 04:11 pm;12;Google Glass;6;7;title;;;;1;0;coolant
8/08 04:01 pm;12;LG Tablet;3;1;title;2,223;1;;3;0;air filter
8/08 04:01 pm;12;LG Tablet;3;2;locate;4,918;1;Tablet in one hand;3;1;air filter
8/08 04:01 pm;12;LG Tablet;3;3;manipulate;22,716;1;Tablet on engine;3;2;air filter
8/08 04:01 pm;12;LG Tablet;3;4;manipulate;34,216;1;;3;2;air filter
8/08 04:01 pm;12;LG Tablet;3;5;compare;3,671;1;;3;3;air filter
8/08 04:01 pm;12;LG Tablet;3;6;manipulate;21,541;1;;3;2;air filter
8/08 04:01 pm;12;LG Tablet;3;7;manipulate;2,359;1;;3;2;air filter
8/08 04:01 pm;12;LG Tablet;3;8;title;10,439;1;;3;0;air filter
8/08 04:01 pm;12;LG Tablet;4;1;title;1,62;1;;3;0;headlight
8/08 04:01 pm;12;LG Tablet;4;2;locate;4,752;1;;3;1;headlight
8/08 04:01 pm;12;LG Tablet;4;3;manipulate;15,861;1;Clamp comes out, Spends time in the end to fix the clamp;3;2;headlight
8/08 04:01 pm;12;LG Tablet;4;4;manipulate;27,226;1;Puts tablet far so reaching out long every time;3;2;headlight
8/08 04:01 pm;12;LG Tablet;4;5;manipulate;29,843;1;;3;2;headlight
8/08 04:01 pm;12;LG Tablet;4;6;compare;7,013;1;;3;3;headlight
8/08 04:01 pm;12;LG Tablet;4;7;manipulate;19,659;1;;3;2;headlight
8/08 04:01 pm;12;LG Tablet;4;8;manipulate;71,334;1;;3;2;headlight
8/08 04:01 pm;12;LG Tablet;4;9;title;;;;3;0;headlight
8/08 05:12 pm;13;Epson Moverio;5;1;title;3,261;1;;2;0;brake fluid
8/08 05:12 pm;13;Epson Moverio;5;2;locate;25,908;1;Two hands behind glasses, Contact lenses issue with Rachel?;2;1;brake fluid
8/08 05:12 pm;13;Epson Moverio;5;3;manipulate;9,364;1;;2;2;brake fluid
8/08 05:12 pm;13;Epson Moverio;5;4;locate;14,209;1;;2;1;brake fluid
8/08 05:12 pm;13;Epson Moverio;5;5;compare;14,157;1;;2;3;brake fluid
8/08 05:12 pm;13;Epson Moverio;5;6;manipulate;12,258;1;;2;2;brake fluid
8/08 05:12 pm;13;Epson Moverio;5;7;title;5,635;1;;2;0;brake fluid
8/08 05:12 pm;13;Epson Moverio;6;1;title;2,839;1;;2;0;coolant
8/08 05:12 pm;13;Epson Moverio;6;2;locate;7,023;1;;2;1;coolant
8/08 05:12 pm;13;Epson Moverio;6;3;locate;5,199;1;;2;1;coolant
8/08 05:12 pm;13;Epson Moverio;6;4;compare;8,18;1;;2;3;coolant
8/08 05:12 pm;13;Epson Moverio;6;5;manipulate;30,478;1;;2;2;coolant
8/08 05:12 pm;13;Epson Moverio;6;6;manipulate;11,46;1;;2;2;coolant
8/08 05:12 pm;13;Epson Moverio;6;7;title;;;;2;0;coolant
8/08 05:01 pm;13;Google Glass;3;1;title;18,669;1;;1;0;air filter
8/08 05:01 pm;13;Google Glass;3;2;locate;4,522;1;Keeps putting here gloves as a BG as slide isn't clear, Maybe the vision problem;1;1;air filter
8/08 05:01 pm;13;Google Glass;3;3;manipulate;20,689;1;;1;2;air filter
8/08 05:01 pm;13;Google Glass;3;4;manipulate;26,878;1;;1;2;air filter
8/08 05:01 pm;13;Google Glass;3;5;compare;3,438;1;;1;3;air filter
8/08 05:01 pm;13;Google Glass;3;6;manipulate;16,47;1;;1;2;air filter
8/08 05:01 pm;13;Google Glass;3;7;manipulate;18,483;1;;1;2;air filter
8/08 05:01 pm;13;Google Glass;3;8;title;4,834;1;;1;0;air filter
8/08 05:01 pm;13;Google Glass;4;1;title;4,866;1;;1;0;headlight
8/08 05:01 pm;13;Google Glass;4;2;locate;7,562;1;Hand in front of glass;1;1;headlight
8/08 05:01 pm;13;Google Glass;4;3;manipulate;12,603;1;;1;2;headlight
8/08 05:01 pm;13;Google Glass;4;4;manipulate;13,43;1;;1;2;headlight
8/08 05:01 pm;13;Google Glass;4;5;manipulate;18,17;1;;1;2;headlight
8/08 05:01 pm;13;Google Glass;4;6;compare;7,324;1;;1;3;headlight
8/08 05:01 pm;13;Google Glass;4;7;manipulate;12,004;1;;1;2;headlight
8/08 05:01 pm;13;Google Glass;4;8;manipulate;55,482;1;;1;2;headlight
8/08 05:01 pm;13;Google Glass;4;9;title;;;;1;0;headlight
8/08 04:43 pm;13;LG Tablet;1;1;title;4,123;1;;3;0;engine oil
8/08 04:43 pm;13;LG Tablet;1;2;locate;5,993;1;Tablet on edge of engine;3;1;engine oil
8/08 04:43 pm;13;LG Tablet;1;3;manipulate;5,819;1;;3;2;engine oil
8/08 04:43 pm;13;LG Tablet;1;4;manipulate;18,017;1;;3;2;engine oil
8/08 04:43 pm;13;LG Tablet;1;5;manipulate;10,691;1;;3;2;engine oil
8/08 04:43 pm;13;LG Tablet;1;6;manipulate;3,858;1;;3;2;engine oil
8/08 04:43 pm;13;LG Tablet;1;7;compare;19,351;1;;3;3;engine oil
8/08 04:43 pm;13;LG Tablet;1;8;manipulate;8,322;1;;3;2;engine oil
8/08 04:43 pm;13;LG Tablet;1;9;title;16,229;1;;3;0;engine oil
8/08 04:43 pm;13;LG Tablet;2;1;title;5,096;1;;3;0;fuse (exterior)
8/08 04:43 pm;13;LG Tablet;2;2;locate;4,945;1;Tablet on edge;3;1;fuse (exterior)
8/08 04:43 pm;13;LG Tablet;2;3;manipulate;49,381;1;;3;2;fuse (exterior)
8/08 04:43 pm;13;LG Tablet;2;4;manipulate;7,239;1;;3;2;fuse (exterior)
8/08 04:43 pm;13;LG Tablet;2;5;locate;18,07;1;Image wasn't clear so took tablet with both hands;3;1;fuse (exterior)
8/08 04:43 pm;13;LG Tablet;2;6;manipulate;5,784;1;;3;2;fuse (exterior)
8/08 04:43 pm;13;LG Tablet;2;7;compare;9,239;1;;3;3;fuse (exterior)
8/08 04:43 pm;13;LG Tablet;2;8;manipulate;6,622;1;;3;2;fuse (exterior)
8/08 04:43 pm;13;LG Tablet;2;9;manipulate;17,419;1;;3;2;fuse (exterior)
8/08 04:43 pm;13;LG Tablet;2;10;title;;;;3;0;fuse (exterior)
8/06 02:22 pm;2;Epson Moverio;4;4;manipulate;;;SYSTEM CRASH;2;2;headlight
8/06 02:33 pm;2;Epson Moverio;4;4;manipulate;;;SYSTEM CRASH;2;2;headlight
8/06 02:06 pm;2;Google Glass;1;1;title;2,917;1;;1;0;engine oil
8/06 02:06 pm;2;Google Glass;1;2;locate;4,354;1;;1;1;engine oil
8/06 02:06 pm;2;Google Glass;1;3;manipulate;5,215;1;;1;2;engine oil
8/06 02:06 pm;2;Google Glass;1;4;manipulate;10,484;1;;1;2;engine oil
8/06 02:06 pm;2;Google Glass;1;5;manipulate;9,11;1;;1;2;engine oil
